# Export File Created with QBlade CE v2.0.8.6_beta windows on 17.04.2025 at 16:20:53
CLARK_Y_AIRFOIL_Re0.020_M0.00_N9.0 360 M	CLARK_Y_AIRFOIL_Re0.045_M0.00_N9.0 360 M	CLARK_Y_AIRFOIL_Re0.075_M0.00_N9.0 360 M	CLARK_Y_AIRFOIL_Re0.100_M0.00_N9.0 360 M	CLARK_Y_AIRFOIL_Re0.250_M0.00_N9.0 360 M	CLARK_Y_AIRFOIL_Re0.500_M0.00_N9.0 360 M	CLARK_Y_AIRFOIL_Re0.750_M0.00_N9.0 360 M	CLARK_Y_AIRFOIL_Re1.000_M0.00_N9.0 360 M	CLARK_Y_AIRFOIL_Re1.000_M0.00_N9.0
Angle of Attack [deg]	Lift Coefficient Cl [-]	Angle of Attack [deg]	Lift Coefficient Cl [-]	Angle of Attack [deg]	Lift Coefficient Cl [-]	Angle of Attack [deg]	Lift Coefficient Cl [-]	Angle of Attack [deg]	Lift Coefficient Cl [-]	Angle of Attack [deg]	Lift Coefficient Cl [-]	Angle of Attack [deg]	Lift Coefficient Cl [-]	Angle of Attack [deg]	Lift Coefficient Cl [-]	Angle of Attack [deg]	Lift Coefficient Cl [-]
1.3400000e+02	-8.6072290e-01	1.4300000e+02	-8.5556877e-01	1.3100000e+02	-1.0782638e+00	1.3200000e+02	-1.1632178e+00	1.3100000e+02	-1.2159102e+00	1.3000000e+02	-1.1508874e+00	1.3000000e+02	-1.1604745e+00	1.3100000e+02	-4.5789657e+00	END	END
1.3500000e+02	-8.6479664e-01	1.4400000e+02	-8.4911811e-01	1.3200000e+02	-1.0854751e+00	1.3300000e+02	-1.1688771e+00	1.3200000e+02	-1.2241408e+00	1.3100000e+02	-1.1609396e+00	1.3100000e+02	-1.1704973e+00	1.3200000e+02	-4.4877062e+00	END	END
1.3600000e+02	-8.6770165e-01	1.4500000e+02	-8.4152424e-01	1.3300000e+02	-1.0911413e+00	1.3400000e+02	-1.1728642e+00	1.3300000e+02	-1.2306281e+00	1.3200000e+02	-1.1693565e+00	1.3200000e+02	-1.1788665e+00	1.3300000e+02	-4.3964462e+00	END	END
1.3700000e+02	-8.6943251e-01	1.4600000e+02	-8.3280128e-01	1.3400000e+02	-1.0952606e+00	1.3500000e+02	-1.1751821e+00	1.3400000e+02	-1.2353714e+00	1.3300000e+02	-1.1761322e+00	1.3300000e+02	-1.1855770e+00	1.3400000e+02	-4.3051867e+00	END	END
1.3800000e+02	-8.6998576e-01	1.4700000e+02	-8.2296634e-01	1.3500000e+02	-1.0978336e+00	1.3600000e+02	-1.1758372e+00	1.3500000e+02	-1.2383733e+00	1.3400000e+02	-1.1812642e+00	1.3400000e+02	-1.1906261e+00	1.3500000e+02	-4.2139268e+00	END	END
1.3900000e+02	-8.6935985e-01	1.4800000e+02	-8.1203920e-01	1.3600000e+02	-1.0988641e+00	1.3700000e+02	-1.1748390e+00	1.3600000e+02	-1.2396398e+00	1.3500000e+02	-1.1847527e+00	1.3500000e+02	-1.1940148e+00	1.3600000e+02	-4.1226668e+00	END	END
1.4000000e+02	-8.6755520e-01	1.4900000e+02	-8.0004323e-01	1.3700000e+02	-1.0983585e+00	1.3800000e+02	-1.1722003e+00	1.3700000e+02	-1.2391801e+00	1.3600000e+02	-1.1866013e+00	1.3600000e+02	-1.1957468e+00	1.3700000e+02	-4.0314074e+00	END	END
1.4100000e+02	-8.6457425e-01	1.5000000e+02	-7.8700519e-01	1.3800000e+02	-1.0963265e+00	1.3900000e+02	-1.1679373e+00	1.3800000e+02	-1.2370074e+00	1.3700000e+02	-1.1868166e+00	1.3700000e+02	-1.1958290e+00	1.3800000e+02	-3.9401474e+00	END	END
1.4200000e+02	-8.6042166e-01	1.5100000e+02	-7.7295607e-01	1.3900000e+02	-1.0927802e+00	1.4000000e+02	-1.1620691e+00	1.3900000e+02	-1.2331376e+00	1.3800000e+02	-1.1854084e+00	1.3800000e+02	-1.1942717e+00	1.3900000e+02	-3.8488877e+00	END	END
1.4300000e+02	-8.5510409e-01	1.5200000e+02	-7.5793171e-01	1.4000000e+02	-1.0877354e+00	1.4100000e+02	-1.1546185e+00	1.4000000e+02	-1.2275906e+00	1.3900000e+02	-1.1823895e+00	1.3900000e+02	-1.1910881e+00	1.4000000e+02	-3.7576280e+00	END	END
1.4400000e+02	-8.4863067e-01	1.5300000e+02	-7.4197352e-01	1.4100000e+02	-1.0812103e+00	1.4200000e+02	-1.1456112e+00	1.4100000e+02	-1.2203896e+00	1.4000000e+02	-1.1777761e+00	1.4000000e+02	-1.1862947e+00	1.4100000e+02	-3.6663680e+00	END	END
1.4500000e+02	-8.4101272e-01	1.5400000e+02	-7.2512960e-01	1.4200000e+02	-1.0732261e+00	1.4300000e+02	-1.1350765e+00	1.4200000e+02	-1.2115613e+00	1.4100000e+02	-1.1715876e+00	1.4100000e+02	-1.1799109e+00	1.4200000e+02	-3.5751083e+00	END	END
1.4600000e+02	-8.3226418e-01	1.5500000e+02	-7.0745665e-01	1.4300000e+02	-1.0638072e+00	1.4400000e+02	-1.1230472e+00	1.4300000e+02	-1.2011361e+00	1.4200000e+02	-1.1638464e+00	1.4200000e+02	-1.1719595e+00	1.4300000e+02	-3.4838486e+00	END	END
1.4700000e+02	-8.2240158e-01	1.5600000e+02	-6.8902159e-01	1.4400000e+02	-1.0529814e+00	1.4500000e+02	-1.1095592e+00	1.4400000e+02	-1.1891477e+00	1.4300000e+02	-1.1545782e+00	1.4300000e+02	-1.1624666e+00	1.4400000e+02	-3.3925889e+00	END	END
1.4800000e+02	-8.1144428e-01	1.5700000e+02	-6.6990507e-01	1.4500000e+02	-1.0407791e+00	1.4600000e+02	-1.0946521e+00	1.4500000e+02	-1.1756337e+00	1.4400000e+02	-1.1438122e+00	1.4400000e+02	-1.1514611e+00	1.4500000e+02	-3.3013289e+00	END	END
1.4900000e+02	-7.9941487e-01	1.5800000e+02	-6.5020531e-01	1.4600000e+02	-1.0272343e+00	1.4700000e+02	-1.0783690e+00	1.4600000e+02	-1.1606354e+00	1.4500000e+02	-1.1315807e+00	1.4500000e+02	-1.1389753e+00	1.4600000e+02	-3.2100692e+00	END	END
1.5000000e+02	-7.8633916e-01	1.5900000e+02	-6.3004428e-01	1.4700000e+02	-1.0123843e+00	1.4800000e+02	-1.0607572e+00	1.4700000e+02	-1.1441978e+00	1.4600000e+02	-1.1179197e+00	1.4600000e+02	-1.1250443e+00	1.4700000e+02	-3.1188095e+00	END	END
1.5100000e+02	-7.7224690e-01	1.6000000e+02	-6.0957599e-01	1.4800000e+02	-9.9627006e-01	1.4900000e+02	-1.0418677e+00	1.4800000e+02	-1.1263703e+00	1.4700000e+02	-1.1028683e+00	1.4700000e+02	-1.1097071e+00	1.4800000e+02	-3.0275497e+00	END	END
1.5200000e+02	-7.5717217e-01	1.6100000e+02	-5.8899951e-01	1.4900000e+02	-9.7893631e-01	1.5000000e+02	-1.0217562e+00	1.4900000e+02	-1.1072065e+00	1.4800000e+02	-1.0864697e+00	1.4800000e+02	-1.0930053e+00	1.4900000e+02	-2.9362898e+00	END	END
1.5300000e+02	-7.4115413e-01	1.6200000e+02	-5.6857711e-01	1.5000000e+02	-9.6043211e-01	1.5100000e+02	-1.0004832e+00	1.5000000e+02	-1.0867645e+00	1.4900000e+02	-1.0687703e+00	1.4900000e+02	-1.0749838e+00	1.5000000e+02	-2.8450301e+00	END	END
1.5400000e+02	-7.2423798e-01	1.6300000e+02	-5.4866236e-01	1.5100000e+02	-9.4081092e-01	1.5200000e+02	-9.7811472e-01	1.5100000e+02	-1.0651077e+00	1.5000000e+02	-1.0498210e+00	1.5000000e+02	-1.0556914e+00	1.5100000e+02	-2.7537704e+00	END	END
1.5500000e+02	-7.0647609e-01	1.6400000e+02	-5.2974272e-01	1.5200000e+02	-9.2013180e-01	1.5300000e+02	-9.5472336e-01	1.5200000e+02	-1.0423052e+00	1.5100000e+02	-1.0296772e+00	1.5100000e+02	-1.0351795e+00	1.5200000e+02	-2.6625106e+00	END	END
1.5600000e+02	-6.8792975e-01	1.6500000e+02	-5.1250410e-01	1.5300000e+02	-8.9845973e-01	1.5400000e+02	-9.3038940e-01	1.5300000e+02	-1.0184330e+00	1.5200000e+02	-1.0083983e+00	1.5200000e+02	-1.0135036e+00	1.5300000e+02	-2.5712507e+00	END	END
1.5700000e+02	-6.6867155e-01	1.6600000e+02	-4.9793136e-01	1.5400000e+02	-8.7586731e-01	1.5500000e+02	-9.0520245e-01	1.5400000e+02	-9.9357450e-01	1.5300000e+02	-9.8605001e-01	1.5300000e+02	-9.9072301e-01	1.5400000e+02	-2.4799910e+00	END	END
1.5800000e+02	-6.4878833e-01	1.6700000e+02	-4.8745894e-01	1.5500000e+02	-8.5243601e-01	1.5600000e+02	-8.7926412e-01	1.5500000e+02	-9.6782303e-01	1.5400000e+02	-9.6270347e-01	1.5400000e+02	-9.6690077e-01	1.5500000e+02	-2.3887312e+00	END	END
1.5900000e+02	-6.2838572e-01	1.6800000e+02	-4.8318860e-01	1.5600000e+02	-8.2825881e-01	1.5700000e+02	-8.5269117e-01	1.5600000e+02	-9.4128346e-01	1.5500000e+02	-9.3843728e-01	1.5500000e+02	-9.4210434e-01	1.5600000e+02	-2.2974715e+00	END	END
1.6000000e+02	-6.0759389e-01	1.6900000e+02	-4.8815781e-01	1.5700000e+02	-8.0344319e-01	1.5800000e+02	-8.2562053e-01	1.5700000e+02	-9.1407579e-01	1.5600000e+02	-9.1333842e-01	1.5600000e+02	-9.1640610e-01	1.5700000e+02	-2.2062116e+00	END	END
1.6100000e+02	-5.8657616e-01	1.7000000e+02	-5.0650746e-01	1.5800000e+02	-7.7811593e-01	1.5900000e+02	-7.9821587e-01	1.5800000e+02	-8.8633919e-01	1.5700000e+02	-8.8750446e-01	1.5700000e+02	-8.8988364e-01	1.5800000e+02	-2.1149518e+00	END	END
1.6200000e+02	-5.6554049e-01	1.7100000e+02	-5.4294008e-01	1.5900000e+02	-7.5242960e-01	1.6000000e+02	-7.7067798e-01	1.5900000e+02	-8.5823864e-01	1.5800000e+02	-8.6104578e-01	1.5800000e+02	-8.6262059e-01	1.5900000e+02	-2.0236921e+00	END	END
1.6300000e+02	-5.4475600e-01	1.7200000e+02	-5.9973168e-01	1.6000000e+02	-7.2657192e-01	1.6100000e+02	-7.4325901e-01	1.6000000e+02	-8.2997316e-01	1.5900000e+02	-8.3408922e-01	1.5900000e+02	-8.3470774e-01	1.6000000e+02	-1.9324323e+00	END	END
1.6400000e+02	-5.2457494e-01	1.7300000e+02	-6.6844308e-01	1.6100000e+02	-7.0077974e-01	1.6200000e+02	-7.1628410e-01	1.6100000e+02	-8.0178863e-01	1.6000000e+02	-8.0678272e-01	1.6000000e+02	-8.0624408e-01	1.6100000e+02	-1.8411726e+00	END	END
1.6500000e+02	-5.0546247e-01	1.7400000e+02	-7.1887052e-01	1.6200000e+02	-6.7535955e-01	1.6300000e+02	-6.9018370e-01	1.6200000e+02	-7.7399492e-01	1.6100000e+02	-7.7930176e-01	1.6100000e+02	-7.7733839e-01	1.6200000e+02	-1.7499127e+00	END	END
1.6600000e+02	-4.8803222e-01	1.7500000e+02	-7.0737606e-01	1.6300000e+02	-6.5071785e-01	1.6400000e+02	-6.6554165e-01	1.6300000e+02	-7.4699074e-01	1.6200000e+02	-7.5185812e-01	1.6200000e+02	-7.4811101e-01	1.6300000e+02	-1.6586530e+00	END	END
1.6700000e+02	-4.7307986e-01	1.7600000e+02	-6.1782211e-01	1.6400000e+02	-6.2740695e-01	1.6500000e+02	-6.4316732e-01	1.6400000e+02	-7.2129738e-01	1.6300000e+02	-7.2471130e-01	1.6300000e+02	-7.1869648e-01	1.6400000e+02	-1.5673932e+00	END	END
1.6800000e+02	-4.6158817e-01	1.7700000e+02	-4.7719896e-01	1.6500000e+02	-6.0619372e-01	1.6600000e+02	-6.2420142e-01	1.6500000e+02	-6.9760358e-01	1.6400000e+02	-6.9818425e-01	1.6400000e+02	-6.8924564e-01	1.6500000e+02	-1.4761335e+00	END	END
1.6900000e+02	-4.5462778e-01	1.7800000e+02	-3.1915578e-01	1.6600000e+02	-5.8816117e-01	1.6700000e+02	-6.1026257e-01	1.6600000e+02	-6.7681783e-01	1.6500000e+02	-6.7268258e-01	1.6500000e+02	-6.5992904e-01	1.6600000e+02	-1.3848736e+00	END	END
1.7000000e+02	-4.5298475e-01	1.7900000e+02	-1.5883285e-01	1.6700000e+02	-5.7485104e-01	1.6800000e+02	-6.0362059e-01	1.6700000e+02	-6.6011202e-01	1.6600000e+02	-6.4871711e-01	1.6600000e+02	-6.3093895e-01	1.6700000e+02	-1.2936139e+00	END	END
1.7100000e+02	-4.5622367e-01	1.8000000e+02	1.5140437e-03	1.6800000e+02	-5.6843972e-01	1.6900000e+02	-6.0729736e-01	1.6800000e+02	-6.4890105e-01	1.6700000e+02	-6.2692291e-01	1.6700000e+02	-6.0249072e-01	1.6800000e+02	-1.2023541e+00	END	END
1.7200000e+02	-4.6099818e-01	END	END	1.6900000e+02	-5.7186794e-01	1.7000000e+02	-6.2474132e-01	1.6900000e+02	-6.4461464e-01	1.6800000e+02	-6.0806018e-01	1.6800000e+02	-5.7481927e-01	1.6900000e+02	-1.1110944e+00	END	END
1.7300000e+02	-4.5946607e-01	END	END	1.7000000e+02	-5.8861786e-01	1.7100000e+02	-6.5811867e-01	1.7000000e+02	-6.4795709e-01	1.6900000e+02	-5.9295434e-01	1.6900000e+02	-5.4816717e-01	1.7000000e+02	-1.0198346e+00	END	END
1.7400000e+02	-4.4076633e-01	END	END	1.7100000e+02	-6.2126905e-01	1.7200000e+02	-7.0358980e-01	1.7100000e+02	-6.5723741e-01	1.7000000e+02	-5.8228618e-01	1.7000000e+02	-5.2275318e-01	1.7100000e+02	-9.2857480e-01	END	END
1.7500000e+02	-3.9758506e-01	END	END	1.7200000e+02	-6.6718304e-01	1.7300000e+02	-7.4397159e-01	1.7200000e+02	-6.6591012e-01	1.7100000e+02	-5.7607234e-01	1.7100000e+02	-4.9870446e-01	1.7200000e+02	-8.3731502e-01	END	END
1.7600000e+02	-3.3201557e-01	END	END	1.7300000e+02	-7.1100122e-01	1.7400000e+02	-7.4894834e-01	1.7300000e+02	-6.6172361e-01	1.7200000e+02	-5.7265764e-01	1.7200000e+02	-4.7592372e-01	1.7300000e+02	-7.4605525e-01	END	END
1.7700000e+02	-2.5286683e-01	END	END	1.7400000e+02	-7.2271085e-01	1.7500000e+02	-6.9651461e-01	1.7400000e+02	-6.3184357e-01	1.7300000e+02	-5.6736898e-01	1.7300000e+02	-4.5385385e-01	1.7400000e+02	-6.5479547e-01	END	END
1.7800000e+02	-1.6841452e-01	END	END	1.7500000e+02	-6.7704880e-01	1.7600000e+02	-5.9447747e-01	1.7500000e+02	-5.7232565e-01	1.7400000e+02	-5.5204988e-01	1.7400000e+02	-4.3112209e-01	1.7500000e+02	-5.6353569e-01	END	END
1.7900000e+02	-8.2865678e-02	END	END	1.7600000e+02	-5.7838756e-01	1.7700000e+02	-4.6781790e-01	1.7600000e+02	-4.9066955e-01	1.7500000e+02	-5.1771808e-01	1.7500000e+02	-4.0514114e-01	1.7600000e+02	-4.7227591e-01	END	END
1.8000000e+02	2.7392288e-03	END	END	1.7700000e+02	-4.5185289e-01	1.7800000e+02	-3.3473855e-01	1.7700000e+02	-3.9815471e-01	1.7600000e+02	-4.6020898e-01	1.7600000e+02	-3.7198845e-01	1.7700000e+02	-3.8101614e-01	END	END
END	END	END	END	1.7800000e+02	-3.1751132e-01	1.7900000e+02	-2.0115827e-01	1.7800000e+02	-3.0244675e-01	1.7700000e+02	-3.8326132e-01	1.7700000e+02	-3.2715282e-01	1.7800000e+02	-2.8975636e-01	END	END
END	END	END	END	1.7900000e+02	-1.8245210e-01	1.8000000e+02	-6.7577757e-02	1.7900000e+02	-2.0637229e-01	1.7800000e+02	-2.9503235e-01	1.7800000e+02	-2.6746103e-01	1.7900000e+02	-1.9849660e-01	END	END
END	END	END	END	1.8000000e+02	-4.7391534e-02	END	END	1.8000000e+02	-1.1029541e-01	1.7900000e+02	-2.0248391e-01	1.7900000e+02	-1.9315834e-01	1.8000000e+02	-1.0723682e-01	END	END
END	END	END	END	END	END	END	END	END	END	1.8000000e+02	-1.0905049e-01	1.8000000e+02	-1.0807604e-01	END	END	END	END
